hostname;INTERFACE;LINK_STATUS;ADMIN_STATE;DESCRIPTION;IP_ADDRESS;
SC2CFDZEUSR1-03;Vlan3125;up;up, autostate enabled;NDG_REBOUND_PROVIDER25_SC2  Internet Address is 173.2.177.253/23;;
SC2CFDZEUSR1-03;Vlan3126;up;up, autostate enabled;NDG_REBOUND_PROVIDER26_SC2  Internet Address is 173.2.179.253/23;;
SC2CFDZEUSR1-03;Vlan3127;up;up, autostate enabled;NDG_REBOUND_PROVIDER27_SC2  Internet Address is 173.2.181.253/23;;
SC2CFDZEUSR1-03;Vlan3128;up;up, autostate enabled;NDG_REBOUND_PROVIDER28_SC2  Internet Address is 173.2.183.253/23;;
SC2CFDZEUSR1-03;Vlan3129;up;up, autostate enabled;NDG_REBOUND_PROVIDER29_SC2  Internet Address is 173.2.185.253/23;;
SC2CFDZEUSR1-03;Vlan3130;up;up, autostate enabled;NDG_REBOUND_PROVIDER30_SC2  Internet Address is 173.2.187.253/23;;
SC2CFDZEUSR1-03;Vlan3131;up;up, autostate enabled;NDG_REBOUND_PROVIDER31_SC2  Internet Address is 173.2.189.253/23;;
SC2CFDZEUSR1-03;Vlan3132;up;up, autostate enabled;NDG_REBOUND_PROVIDER32_SC2  Internet Address is 173.2.191.253/23;;
SC2CFDZEUSR1-03;Vlan3803;up;up, autostate enabled;<> To_SC2ZEUSR1-02  Internet Address is 192.2.248.58/30;;
SC2CFDZEUSR1-03;Vlan3877;up;up, autostate enabled;Lan_TSM_SHARED_SERVICES_SC2  Internet Address is 175.57.1.60/27;;
SC2CFDZEUSR1-03;Vlan3903;up;up, autostate enabled;<> To_SC2CFDZEUSR1-03  Internet Address is 192.2.8.209/30;;
SC2CFDZEUSR2-04;mgmt0;up;;;192.0.0.86/24;
SC2CFDZEUSR2-04;Ethernet1/1;up;up;FED_SC2-A2_Te0/0/0/8_10G;;
SC2CFDZEUSR2-04;Ethernet1/1.1502;up;up;FED_ADMIN_SC2-A2_Te0/0/0/8_10G;192.2.189.177/30;
SC2CFDZEUSR2-04;Ethernet1/1.2491;up;up;FED_RVP_ETRALI_SC2-A2_Te0/0/0/8_10G;192.2.156.98/30;
SC2CFDZEUSR2-04;Ethernet1/1.2502;up;up;FED_RVP_PRVSHAREDSERVICES_SC2-A2_Te0/0/0/8_10G;192.4.148.53/30;
SC2CFDZEUSR2-04;Ethernet1/1.3802;up;up;FED_PZEUS_SC2-A2_Te0/0/0/8_10G;192.2.248.53/30;
SC2CFDZEUSR2-04;Ethernet1/1.3902;up;up;FED_RVP_RUS_SC2-A2_Te0/0/0/8_10G;192.2.8.213/30;
SC2CFDZEUSR2-04;Ethernet1/2;down (Administratively down);down;<> DontActive_migrated_Po11_SC2CFDZEUSR2-04;;
SC2CFDZEUSR2-04;Ethernet1/3;down (Administratively down);down;<> DontActive_migrated_Po11_SC2CFDZEUSR2-04;;
SC2CFDZEUSR2-04;Ethernet1/4;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/5;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/6;up;up;<*> SC2CLSZEUSR2-01_Eth1/2;;
SC2CFDZEUSR2-04;Ethernet1/7;up;up;<*> SC2CLSZEUSR2-02_Eth1/2;;
SC2CFDZEUSR2-04;Ethernet1/8;up;up;<> To_SC2ZEUSR1-01_2/13;;
SC2CFDZEUSR2-04;Ethernet1/9;up;up;<*> SC2CLSZEUSR1-03_Po4093_VPC;;
SC2CFDZEUSR2-04;Ethernet1/10;up;up;<*> SC2CLSZEUSR2-04_Po4093_VPC;;
SC2CFDZEUSR2-04;Ethernet1/11;up;up;<> To_SC2ZEUSR1-02_1/31;;
SC2CFDZEUSR2-04;Ethernet1/12;down (Link not connected);up;RESERVER RACCORDEMENT TSM SC2SWITSM-P1 FRANCK 85442;;
SC2CFDZEUSR2-04;Ethernet1/13;down (SFP not inserted);down;RESERVER RACCORDEMENT TSM SC2SWITSM-P1 FRANCK 85442;;
SC2CFDZEUSR2-04;Ethernet1/14;up;up;Sigma_IDS_SC2ASV-MATRIXG-01;;
SC2CFDZEUSR2-04;Ethernet1/15;up;up;Sigma_IDS_SC2ASV-MATRIXG-01;;
SC2CFDZEUSR2-04;Ethernet1/16;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/17;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/18;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/19;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/20;up;up;SC2BJV-ZEUS-SDX-A2_10/1;;
SC2CFDZEUSR2-04;Ethernet1/21;up;up;SC2BJV-ZEUS-SDX-A2_10/2;;
SC2CFDZEUSR2-04;Ethernet1/22;up;up;SC2BJV-ZEUS-SDX-A2_10/3;;
SC2CFDZEUSR2-04;Ethernet1/23;up;up;SC2BJV-ZEUS-SDX-A2_10/4;;
SC2CFDZEUSR2-04;Ethernet1/24;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/25;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/26;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/27;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/28;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/29;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/30;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/31;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/32;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/33;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/34;up;up;<*> SC2CLK-TSM-CFD-A2;;
SC2CFDZEUSR2-04;Ethernet1/35;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/36;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/37;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/38;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/39;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/40;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/41;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/42;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/43;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/44;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/45;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/46;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/47;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet1/48;down (SFP not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/1;up;up;<*> SC2CFDZEUSR1-03_Eth5/1;;
SC2CFDZEUSR2-04;Ethernet5/2;down (Administratively down);down;;;
SC2CFDZEUSR2-04;Ethernet5/3;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/4;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/5;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/6;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/7;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/8;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/9;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/10;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/11;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/12;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/13;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/14;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/15;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/16;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/17;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/18;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/19;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/20;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/21;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/22;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet5/23;up;up;<*> SC2CLSZEUSR1-05_Eth1/52;;
SC2CFDZEUSR2-04;Ethernet5/24;up;up;<*> SC2CLSZEUSR1-06_Eth1/52;;
SC2CFDZEUSR2-04;Ethernet6/1;up;up;<> SC2CFDZEUSR1-03_Eth6/1;;
SC2CFDZEUSR2-04;Ethernet6/2;down (Administratively down);down;;;
SC2CFDZEUSR2-04;Ethernet6/3;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/4;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/5;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/6;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/7;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/8;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/9;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/10;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/11;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/12;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/13;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/14;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/15;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/16;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/17;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/18;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/19;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/20;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/21;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/22;down (XCVR not inserted);down;;;
SC2CFDZEUSR2-04;Ethernet6/23;down (Administratively down);down;;;
SC2CFDZEUSR2-04;Ethernet6/24;down (Administratively down);down;;;
SC2CFDZEUSR2-04;port-channel10;down (Administratively down);;<> DontActive_migrated_Po11_SC2CFDZEUSR2-04;;
SC2CFDZEUSR2-04;port-channel11;up;;<> SC2CFDZEUSR1-03_Po11;;
SC2CFDZEUSR2-04;port-channel70;up;;SC2BJV-ZEUS-SDX-A2_LA1;;
SC2CFDZEUSR2-04;port-channel71;up;;SC2BJV-ZEUS-SDX-A2_LA2;;
SC2CFDZEUSR2-04;port-channel81;up;;Sigma_IDS_SC2ASV-MATRIXG-01;;
SC2CFDZEUSR2-04;port-channel4087;up;;<*> SC2CLSZEUSR1-06_7_Po4087;;
SC2CFDZEUSR2-04;port-channel4088;up;;<> To_SC2ZEUSR1-01_Po4088;;
SC2CFDZEUSR2-04;port-channel4089;down (No operational members);;;;
SC2CFDZEUSR2-04;port-channel4090;down (No operational members);;;;
SC2CFDZEUSR2-04;port-channel4091;up;;<> To_SC2ZEUSR1-02_Po4091;;
SC2CFDZEUSR2-04;port-channel4092;down (No operational members);;;;
SC2CFDZEUSR2-04;port-channel4093;up;;<*> SC2CLSZEUSR1&2-3&4_Po4093_VPC;;
SC2CFDZEUSR2-04;port-channel4094;down (No operational members);;;;
SC2CFDZEUSR2-04;port-channel4095;up;;<*> SC2CLSZEUSR2-01/02_Po4095_VPC;;
SC2CFDZEUSR2-04;loopback29;up;;management_RVP_ETRALI;192.2.155.168/32;
SC2CFDZEUSR2-04;loopback53;up;;;192.2.7.168/32;
SC2CFDZEUSR2-04;Vlan1;down (Administratively down);down, autostate enabled;;;
SC2CFDZEUSR2-04;Vlan10;up;up, autostate enabled;;175.128.207.253/21;
SC2CFDZEUSR2-04;Vlan11;up;up, autostate enabled;;175.192.207.253/21;
SC2CFDZEUSR2-04;Vlan12;up;up, autostate enabled;;175.224.207.253/21;
SC2CFDZEUSR2-04;Vlan15;up;up, autostate enabled;;175.56.199.252/21;
SC2CFDZEUSR2-04;Vlan16;up;up, autostate enabled;;175.56.207.252/21;
SC2CFDZEUSR2-04;Vlan17;up;up, autostate enabled;;175.56.215.252/21;
SC2CFDZEUSR2-04;Vlan18;up;up, autostate enabled;;175.56.223.252/21;
SC2CFDZEUSR2-04;Vlan19;up;up, autostate enabled;;175.56.231.252/21;
SC2CFDZEUSR2-04;Vlan20;up;up, autostate enabled;ADMIN_NAS_SC2  Internet Address is 174.129.16.253/24;;
SC2CFDZEUSR2-04;Vlan24;up;up, autostate enabled;IPT-SRV  Internet Address is 184.68.1.3/24;;
SC2CFDZEUSR2-04;Vlan55;up;up, autostate enabled;SIPO-PHYSIQUE-BACKUP  Internet Address is 192.135.40.3/28;;
SC2CFDZEUSR2-04;Vlan1200;up;up, autostate enabled;PZEUS_INTERCO_LB  Internet Address is 175.0.192.252/24;;
SC2CFDZEUSR2-04;Vlan1201;up;up, autostate enabled;NS_INTERCO_HOMO  Internet Address is 175.0.193.252/24;;
SC2CFDZEUSR2-04;Vlan1202;up;up, autostate enabled;CFD_NS_DISPATCH_PROD  Internet Address is 175.0.194.5/29;;
SC2CFDZEUSR2-04;Vlan1500;up;up, autostate enabled;NOOBA_Admin_IB_SC2  Internet Address is 192.0.1.97/27;;
SC2CFDZEUSR2-04;Vlan1820;up;up, autostate enabled;GW_SBC_DC2  Internet Address is 184.59.0.253/24;;
SC2CFDZEUSR2-04;Vlan2492;up;up, autostate enabled;<> SC2CFDZEUSR2-04  Internet Address is 192.2.156.102/30;;
SC2CFDZEUSR2-04;Vlan2503;up;up, autostate enabled;PRVSHAREDSERVICES_To_SC2ZEUSR1-01  Internet Address is 192.4.148.57/30;;
SC2CFDZEUSR2-04;Vlan3001;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.129.253/23;;
SC2CFDZEUSR2-04;Vlan3002;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.131.253/23;;
SC2CFDZEUSR2-04;Vlan3003;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.133.253/23;;
SC2CFDZEUSR2-04;Vlan3004;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.135.253/23;;
SC2CFDZEUSR2-04;Vlan3005;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.137.253/23;;
SC2CFDZEUSR2-04;Vlan3006;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.139.253/23;;
SC2CFDZEUSR2-04;Vlan3007;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.141.253/23;;
SC2CFDZEUSR2-04;Vlan3008;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.143.253/23;;
SC2CFDZEUSR2-04;Vlan3009;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.145.253/23;;
SC2CFDZEUSR2-04;Vlan3010;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.147.253/23;;
SC2CFDZEUSR2-04;Vlan3011;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.149.253/23;;
SC2CFDZEUSR2-04;Vlan3012;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.151.253/23;;
SC2CFDZEUSR2-04;Vlan3013;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.153.253/23;;
SC2CFDZEUSR2-04;Vlan3014;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.155.253/23;;
SC2CFDZEUSR2-04;Vlan3015;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.157.253/23;;
SC2CFDZEUSR2-04;Vlan3016;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.159.253/23;;
SC2CFDZEUSR2-04;Vlan3017;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.161.253/23;;
SC2CFDZEUSR2-04;Vlan3018;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.163.253/23;;
SC2CFDZEUSR2-04;Vlan3019;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.165.253/23;;
SC2CFDZEUSR2-04;Vlan3020;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.167.253/23;;
SC2CFDZEUSR2-04;Vlan3021;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.169.253/23;;
SC2CFDZEUSR2-04;Vlan3022;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.171.253/23;;
SC2CFDZEUSR2-04;Vlan3023;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.173.253/23;;
SC2CFDZEUSR2-04;Vlan3024;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.175.253/23;;
SC2CFDZEUSR2-04;Vlan3025;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.177.253/23;;
SC2CFDZEUSR2-04;Vlan3026;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.179.253/23;;
SC2CFDZEUSR2-04;Vlan3027;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.181.253/23;;
SC2CFDZEUSR2-04;Vlan3028;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.183.253/23;;
SC2CFDZEUSR2-04;Vlan3029;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.185.253/23;;
SC2CFDZEUSR2-04;Vlan3030;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.187.253/23;;
SC2CFDZEUSR2-04;Vlan3031;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.189.253/23;;
SC2CFDZEUSR2-04;Vlan3032;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.191.253/23;;
SC2CFDZEUSR2-04;Vlan3101;up;up, autostate enabled;;173.2.129.252/23;
SC2CFDZEUSR2-04;Vlan3102;up;up, autostate enabled;;173.2.131.252/23;
SC2CFDZEUSR2-04;Vlan3103;up;up, autostate enabled;NDG_REBOUND_PROVIDER5_SC2  Internet Address is 173.2.133.252/23;;
SC2CFDZEUSR2-04;Vlan3104;up;up, autostate enabled;NDG_REBOUND_PROVIDER6_SC2  Internet Address is 173.2.135.252/23;;
SC2CFDZEUSR2-04;Vlan3105;up;up, autostate enabled;NDG_REBOUND_PROVIDER5_SC2  Internet Address is 173.2.137.252/23;;
SC2CFDZEUSR2-04;Vlan3106;up;up, autostate enabled;NDG_REBOUND_PROVIDER6_SC2  Internet Address is 173.2.139.252/23;;
SC2CFDZEUSR2-04;Vlan3107;up;up, autostate enabled;NDG_REBOUND_PROVIDER7_SC2  Internet Address is 173.2.141.252/23;;
SC2CFDZEUSR2-04;Vlan3108;up;up, autostate enabled;NDG_REBOUND_PROVIDER8_SC2  Internet Address is 173.2.143.252/23;;
SC2CFDZEUSR2-04;Vlan3109;up;up, autostate enabled;NDG_REBOUND_PROVIDER9_SC2  Internet Address is 173.2.145.252/23;;
SC2CFDZEUSR2-04;Vlan3110;up;up, autostate enabled;NDG_REBOUND_PROVIDER10_SC2  Internet Address is 173.2.147.252/23;;
SC2CFDZEUSR2-04;Vlan3111;up;up, autostate enabled;NDG_REBOUND_PROVIDER11_SC2  Internet Address is 173.2.149.252/23;;
SC2CFDZEUSR2-04;Vlan3112;up;up, autostate enabled;NDG_REBOUND_PROVIDER12_SC2  Internet Address is 173.2.151.252/23;;
SC2CFDZEUSR2-04;Vlan3113;up;up, autostate enabled;NDG_REBOUND_PROVIDER13_SC2  Internet Address is 173.2.153.252/23;;
SC2CFDZEUSR2-04;Vlan3114;up;up, autostate enabled;NDG_REBOUND_PROVIDER14_SC2  Internet Address is 173.2.155.252/23;;
SC2CFDZEUSR2-04;Vlan3115;up;up, autostate enabled;NDG_REBOUND_PROVIDER15_SC2  Internet Address is 173.2.157.252/23;;
SC2CFDZEUSR2-04;Vlan3116;up;up, autostate enabled;NDG_REBOUND_PROVIDER16_SC2  Internet Address is 173.2.159.252/23;;
SC2CFDZEUSR2-04;Vlan3117;up;up, autostate enabled;NDG_REBOUND_PROVIDER17_SC2  Internet Address is 173.2.161.252/23;;
SC2CFDZEUSR2-04;Vlan3118;up;up, autostate enabled;NDG_REBOUND_PROVIDER18_SC2  Internet Address is 173.2.163.252/23;;
SC2CFDZEUSR2-04;Vlan3119;up;up, autostate enabled;NDG_REBOUND_PROVIDER19_SC2  Internet Address is 173.2.165.252/23;;
SC2CFDZEUSR2-04;Vlan3120;up;up, autostate enabled;NDG_REBOUND_PROVIDER20_SC2  Internet Address is 173.2.167.252/23;;
SC2CFDZEUSR2-04;Vlan3121;up;up, autostate enabled;NDG_REBOUND_PROVIDER21_SC2  Internet Address is 173.2.169.252/23;;
SC2CFDZEUSR2-04;Vlan3122;up;up, autostate enabled;NDG_REBOUND_PROVIDER22_SC2  Internet Address is 173.2.171.252/23;;
SC2CFDZEUSR2-04;Vlan3123;up;up, autostate enabled;NDG_REBOUND_PROVIDER23_SC2  Internet Address is 173.2.173.252/23;;
SC2CFDZEUSR2-04;Vlan3124;up;up, autostate enabled;NDG_REBOUND_PROVIDER24_SC2  Internet Address is 173.2.175.252/23;;
SC2CFDZEUSR2-04;Vlan3125;up;up, autostate enabled;NDG_REBOUND_PROVIDER25_SC2  Internet Address is 173.2.177.252/23;;
SC2CFDZEUSR2-04;Vlan3126;up;up, autostate enabled;NDG_REBOUND_PROVIDER26_SC2  Internet Address is 173.2.179.252/23;;
SC2CFDZEUSR2-04;Vlan3127;up;up, autostate enabled;NDG_REBOUND_PROVIDER27_SC2  Internet Address is 173.2.181.252/23;;
SC2CFDZEUSR2-04;Vlan3128;up;up, autostate enabled;NDG_REBOUND_PROVIDER28_SC2  Internet Address is 173.2.183.252/23;;
SC2CFDZEUSR2-04;Vlan3129;up;up, autostate enabled;NDG_REBOUND_PROVIDER29_SC2  Internet Address is 173.2.185.252/23;;
SC2CFDZEUSR2-04;Vlan3130;up;up, autostate enabled;NDG_REBOUND_PROVIDER30_SC2  Internet Address is 173.2.187.252/23;;
SC2CFDZEUSR2-04;Vlan3131;up;up, autostate enabled;NDG_REBOUND_PROVIDER31_SC2  Internet Address is 173.2.189.252/23;;
SC2CFDZEUSR2-04;Vlan3132;up;up, autostate enabled;NDG_REBOUND_PROVIDER32_SC2  Internet Address is 173.2.191.252/23;;
SC2CFDZEUSR2-04;Vlan3803;up;up, autostate enabled;<> To_SC2ZEUSR1-02  Internet Address is 192.2.248.57/30;;
SC2CFDZEUSR2-04;Vlan3877;up;up, autostate enabled;Lan_TSM_SHARED_SERVICES_SC2  Internet Address is 175.57.1.61/27;;
SC2CFDZEUSR2-04;Vlan3903;up;up, autostate enabled;<> To_SC2CFDZEUSR1-03  Internet Address is 192.2.8.210/30;;
